Code	Type	Engels	Nederlands
TH-55, Name for	Province	Nan	Nan
TH-56, Name for	Province	Phayao	Phayao
TH-57, Name for	Province	Chiang Rai	Chiang Rai
TH-58, Name for	Province	Mae Hong Son	Mae Hong Son
TH-60, Name for	Province	Nakhon Sawan	Nakhon Sawan
TH-61, Name for	Province	Uthai Thani	Uthai Thani
TH-62, Name for	Province	Kamphaeng Phet	Kamphaeng Phet
TH-63, Name for	Province	Tak	Tak
TH-64, Name for	Province	Sukhothai	Sukhothai
TH-65, Name for	Province	Phitsanulok	Phitsanulok
TH-66, Name for	Province	Phichit	Phichit
TH-67, Name for	Province	Phetchabun	Phetchabun
TH-70, Name for	Province	Ratchaburi	Ratchaburi
TH-71, Name for	Province	Kanchanaburi	Kanchanaburi
TH-72, Name for	Province	Suphan Buri	Suphan Buri
TH-73, Name for	Province	Nakhon Pathom	Nakhon Pathom
TH-74, Name for	Province	Samut Sakhon	Samut Sakhon
TH-75, Name for	Province	Samut Songkhram	Samut Songkhram
TH-76, Name for	Province	Phetchaburi	Phetchaburi
TH-77, Name for	Province	Prachuap Khiri Khan	Prachuap Khiri Khan
TH-80, Name for	Province	Nakhon Si Thammarat	Nakhon Si Thammarat
TH-81, Name for	Province	Krabi	Krabi
TH-82, Name for	Province	Phangnga	Phangnga
TH-83, Name for	Province	Phuket	Phuket
TH-84, Name for	Province	Surat Thani	Surat Thani
TH-85, Name for	Province	Ranong	Ranong
TH-86, Name for	Province	Chumphon	Chumphon
TH-90, Name for	Province	Songkhla	Songkhla
TH-91, Name for	Province	Satun	Satun
TH-92, Name for	Province	Trang	Trang
TH-93, Name for	Province	Phatthalung	Phatthalung
TH-94, Name for	Province	Pattani	Pattani
TH-95, Name for	Province	Yala	Yala
TH-96, Name for	Province	Narathiwat	Narathiwat
TH-S, Name for	Special administrative city	Phatthaya	Phatthaya
TJ-DU, Name for	Capital territory	Dushanbe	Doesjanbe
TJ-GB, Name for	Autonomous region	Kŭhistoni Badakhshon	Gorno-Badachsjan
TJ-KT, Name for	Region	Khatlon	Khatlon
TJ-RA, Name for	Districts under republic administration	nohiyahoi tobei jumhurí	districten onder jurisdictie van de republiek
TJ-SU, Name for	Region	Sughd	Sughd
TL-AL, Name for	Municipality	Aileu	Aileu
TL-AN, Name for	Municipality	Ainaro	Ainaro
TL-BA, Name for	Municipality	Baucau	Baucau
TL-BO, Name for	Municipality	Bobonaro	Bobonaro
TL-CO, Name for	Municipality	Cova Lima	Cova Lima
TL-DI, Name for	Municipality	Díli	Dili
TL-ER, Name for	Municipality	Ermera	Ermera
TL-LA, Name for	Municipality	Lautein	Lautém
TL-LI, Name for	Municipality	Likisá	Liquiçá
TL-MF, Name for	Municipality	Manufahi	Manufahi
TL-MT, Name for	Municipality	Manatuto	Manatuto
TL-OE, Name for	Special administrative region	Oekusi-Ambenu	Oe-Cusse Ambeno
TL-VI, Name for	Municipality	Vikeke	Viqueque
TM-A, Name for	Region	Ahal	Ahal
TM-B, Name for	Region	Balkan	Balkan
TM-D, Name for	Region	Daşoguz	Daşoguz
TM-L, Name for	Region	Lebap	Lebap
TM-M, Name for	Region	Mary	Mary
TM-S, Name for	City	Aşgabat	Aşgabat
TN-11, Name for	Governorate	Tunis	Tunis
TN-12, Name for	Governorate	L'Ariana	Ariana
TN-13, Name for	Governorate	Ben Arous	Ben Arous
TN-14, Name for	Governorate	La Manouba	Manouba
TN-21, Name for	Governorate	Nabeul	Nabeul
TN-22, Name for	Governorate	Zaghouan	Zaghouan
TN-23, Name for	Governorate	Bizerte	Bizerte
TN-31, Name for	Governorate	Béja	Béja
TN-32, Name for	Governorate	Jendouba	Jendouba
TN-33, Name for	Governorate	Le Kef	Le Kef
TN-34, Name for	Governorate	Siliana	Siliana
TN-41, Name for	Governorate	Kairouan	Kairouan
TN-42, Name for	Governorate	Kasserine	Kasserine
TN-43, Name for	Governorate	Sidi Bouzid	Sidi Bouzid
TN-51, Name for	Governorate	Sousse	Sousse
TN-52, Name for	Governorate	Monastir	Monastir
TN-53, Name for	Governorate	Mahdia	Mahdia
TN-61, Name for	Governorate	Sfax	Sfax
TN-71, Name for	Governorate	Gafsa	Gafsa
TN-72, Name for	Governorate	Tozeur	Tozeur
TN-73, Name for	Governorate	Kébili	Kebili
TN-81, Name for	Governorate	Gabès	Gabès
TN-82, Name for	Governorate	Médenine	Medenine
TN-83, Name for	Governorate	Tataouine	Tataouine
TO-01, Name for	Division	'Eua	'Eua
TO-02, Name for	Division	Ha'apai	Ha'apai
TO-03, Name for	Division	Niuas	Niuas
TO-04, Name for	Division	Tongatapu	Tongatapu
TO-05, Name for	Division	Vava'u	Vava'u
TR-01, Name for	Province	Adana	Adana
TR-02, Name for	Province	Adıyaman	Adıyaman
TR-03, Name for	Province	Afyonkarahisar	Afyonkarahisar
TR-04, Name for	Province	Ağrı	Ağrı
TR-05, Name for	Province	Amasya	Amasya
TR-06, Name for	Province	Ankara	Ankara
TR-07, Name for	Province	Antalya	Antalya
TR-08, Name for	Province	Artvin	Artvin
TR-09, Name for	Province	Aydın	Aydin
TR-10, Name for	Province	Balıkesir	Balikesir
TR-11, Name for	Province	Bilecik	Bilecik
TR-12, Name for	Province	Bingöl	Bingol
TR-13, Name for	Province	Bitlis	Bitlis
TR-14, Name for	Province	Bolu	Bolu
TR-15, Name for	Province	Burdur	Burdur
TR-16, Name for	Province	Bursa	Bursa
TR-17, Name for	Province	Çanakkale	Çanakkale
TR-18, Name for	Province	Çankırı	Çankırı
TR-19, Name for	Province	Çorum	Çorum
TR-20, Name for	Province	Denizli	Denizli
TR-21, Name for	Province	Diyarbakır	Diyarbakır
TR-22, Name for	Province	Edirne	Edirne
TR-23, Name for	Province	Elazığ	Elazığ
TR-24, Name for	Province	Erzincan	Erzincan
TR-25, Name for	Province	Erzurum	Erzurum
TR-26, Name for	Province	Eskişehir	Eskişehir
TR-27, Name for	Province	Gaziantep	Gaziantep
TR-28, Name for	Province	Giresun	Giresun
TR-29, Name for	Province	Gümüşhane	Gümüşhane
TR-30, Name for	Province	Hakkâri	Hakkâri
TR-31, Name for	Province	Hatay	Hatay
TR-32, Name for	Province	Isparta	Isparta
TR-33, Name for	Province	Mersin	Mersin
TR-34, Name for	Province	İstanbul	Istanbul
TR-35, Name for	Province	İzmir	Izmir
TR-36, Name for	Province	Kars	Kars
TR-37, Name for	Province	Kastamonu	Kastamonu
TR-38, Name for	Province	Kayseri	Kayseri
TR-39, Name for	Province	Kırklareli	Kırklareli
TR-40, Name for	Province	Kırşehir	Kırşehir
TR-41, Name for	Province	Kocaeli	Kocaeli
TR-42, Name for	Province	Konya	Konya
TR-43, Name for	Province	Kütahya	Kütahya
TR-44, Name for	Province	Malatya	Malatya
TR-45, Name for	Province	Manisa	Manisa
TR-46, Name for	Province	Kahramanmaraş	Kahramanmaraş
TR-47, Name for	Province	Mardin	Mardin
TR-48, Name for	Province	Muğla	Muğla
TR-49, Name for	Province	Muş	Muş
TR-50, Name for	Province	Nevşehir	Nevşehir
TR-51, Name for	Province	Niğde	Niğde
TR-52, Name for	Province	Ordu	Ordu
TR-53, Name for	Province	Rize	Rize
TR-54, Name for	Province	Sakarya	Sakarya
TR-55, Name for	Province	Samsun	Samsun
TR-56, Name for	Province	Siirt	Siirt
TR-57, Name for	Province	Sinop	Sinop
TR-58, Name for	Province	Sivas	Sivas
TR-59, Name for	Province	Tekirdağ	Tekirdağ
TR-60, Name for	Province	Tokat	Tokat
TR-61, Name for	Province	Trabzon	Trabzon
TR-62, Name for	Province	Tunceli	Tunceli
TR-63, Name for	Province	Şanlıurfa	Şanlıurfa
TR-64, Name for	Province	Uşak	Uşak
TR-65, Name for	Province	Van	Van
TR-66, Name for	Province	Yozgat	Yozgat
TR-67, Name for	Province	Zonguldak	Zonguldak
TR-68, Name for	Province	Aksaray	Aksaray
TR-69, Name for	Province	Bayburt	Bayburt
TR-70, Name for	Province	Karaman	Karaman
TR-71, Name for	Province	Kırıkkale	Kırıkkale
TR-72, Name for	Province	Batman	Batman
TR-73, Name for	Province	Şırnak	Şırnak
TR-74, Name for	Province	Bartın	Bartin
TR-75, Name for	Province	Ardahan	Ardahan
TR-76, Name for	Province	Iğdır	Iğdır
TR-77, Name for	Province	Yalova	Yalova
TR-78, Name for	Province	Karabük	Karabük
TR-79, Name for	Province	Kilis	Kilis
TR-80, Name for	Province	Osmaniye	Osmaniye
TR-81, Name for	Province	Düzce	Düzce
TT-ARI, Name for	Borough	Arima	Arima
TT-CHA, Name for	Borough	Chaguanas	Chaguanas
TT-CTT, Name for	Region	Couva-Tabaquite-Talparo	Couva - Tabaquite - Talparo
TT-DMN, Name for	Region	Diego Martin	Diego Martin
TT-MRC, Name for	Region	Mayaro-Rio Claro	Rio Claro - Mayaro
TT-PED, Name for	Region	Penal-Debe	Penal - Debe
TT-POS, Name for	City	Port of Spain	Port of Spain
TT-PRT, Name for	Region	Princes Town	Princes Town
TT-PTF, Name for	Borough	Point Fortin	Point Fortin
TT-SFO, Name for	City	San Fernando	San Fernando
TT-SGE, Name for	Region	Sangre Grande	Sangre Grande
TT-SIP, Name for	Region	Siparia	Siparia
TT-SJL, Name for	Region	San Juan-Laventille	San Juan - Laventille
TT-TOB, Name for	Ward	Tobago	Tobago
TT-TUP, Name for	Region	Tunapuna-Piarco	Tunapuna - Piarco
TV-FUN, Name for	Town council	Funafuti	Funafuti
TV-NIT, Name for	Island council	Niutao	Niutao
TV-NKF, Name for	Island council	Nukufetau	Nukufetau
TV-NKL, Name for	Island council	Nukulaelae	Nukulaelae
TV-NMA, Name for	Island council	Nanumea	Nanumea
TV-NMG, Name for	Island council	Nanumaga	Nanumanga
TV-NUI, Name for	Island council	Nui	Nui
TV-VAI, Name for	Island council	Vaitupu	Vaitupu
TW-CHA, Name for	County	Changhua	Changhua
TW-CYI, Name for	City	Chiayi	Chiayi
TW-CYQ, Name for	County	Chiayi	Chiayi
TW-HSQ, Name for	County	Hsinchu	Hsinchu
TW-HSZ, Name for	City	Hsinchu	Hsinchu
TW-HUA, Name for	County	Hualien	Hualien
TW-ILA, Name for	County	Yilan	Yilan
TW-KEE, Name for	City	Keelung	Keelung
TW-KHH, Name for	Special municipality	Kaohsiung	Kaohsiung
TW-KIN, Name for	County	Kinmen	Kinmen
TW-LIE, Name for	County	Lienchiang	Lienchiang
TW-MIA, Name for	County	Miaoli	Miaoli
TW-NAN, Name for	County	Nantou	Nantou
TW-NWT, Name for	Special municipality	New Taipei	Nieuw Taipei
TW-PEN, Name for	County	Penghu	Penghu
TW-PIF, Name for	County	Pingtung	Pingtung
TW-TAO, Name for	Special municipality	Taoyuan	Taoyuan
TW-TNN, Name for	Special municipality	Tainan	Tainan
TW-TPE, Name for	Special municipality	Taipei	Taipei
TW-TTT, Name for	County	Taitung	Taitung
TW-TXG, Name for	Special municipality	Taichung	Taichung
TW-YUN, Name for	County	Yunlin	Yunlin
TZ-01, Name for	Region	Arusha	Arusha
TZ-02, Name for	Region	Dar es Salaam	Dar es Salaam
TZ-03, Name for	Region	Dodoma	Dodoma
TZ-04, Name for	Region	Iringa	Iringa
TZ-05, Name for	Region	Kagera	Kagera
TZ-06, Name for	Region	Pemba North	Noord-Pemba
TZ-07, Name for	Region	Zanzibar North	Noord-Zanzibar
TZ-08, Name for	Region	Kigoma	Kigoma
TZ-09, Name for	Region	Kilimanjaro	Kilimanjaro
TZ-10, Name for	Region	Pemba South	Zuid-Pemba
TZ-11, Name for	Region	Zanzibar South	Zuid-Zanzibar, Centraal- en
TZ-12, Name for	Region	Lindi	Lindi
TZ-13, Name for	Region	Mara	Mara
TZ-14, Name for	Region	Mbeya	Mbeya
TZ-15, Name for	Region	Zanzibar West	West-Zanzibar, Stedelijk- en
TZ-16, Name for	Region	Morogoro	Morogoro
TZ-17, Name for	Region	Mtwara	Mtwara
TZ-18, Name for	Region	Mwanza	Mwanza
TZ-19, Name for	Region	Coast	Pwani
TZ-20, Name for	Region	Rukwa	Rukwa
TZ-21, Name for	Region	Ruvuma	Ruvuma
TZ-22, Name for	Region	Shinyanga	Shinyanga
TZ-23, Name for	Region	Singida	Singida
TZ-24, Name for	Region	Tabora	Tabora
TZ-25, Name for	Region	Tanga	Tanga
TZ-26, Name for	Region	Manyara	Manyara
TZ-27, Name for	Region	Geita	Geita
TZ-28, Name for	Region	Katavi	Katavi
TZ-29, Name for	Region	Njombe	Njombe
TZ-30, Name for	Region	Simiyu	Simiyu
TZ-31, Name for	Region	Songwe	Songwe
UA-05, Name for	Region	Vinnytska oblast	Vinnytsja, Provincie
UA-07, Name for	Region	Volynska oblast	Wolynië, Provincie
UA-09, Name for	Region	Luhanska oblast	Loehansk, Provindie
UA-12, Name for	Region	Dnipropetrovska oblast	Dnjepropetrovsk, Provincie
UA-14, Name for	Region	Donetska oblast	Donetsk, Provincie
UA-18, Name for	Region	Zhytomyrska oblast	Zjytomyr, Provincie
UA-21, Name for	Region	Zakarpatska oblast	Transkarpatië, Provincie
UA-23, Name for	Region	Zaporizka oblast	Zaporizja, Provincie
UA-26, Name for	Region	Ivano-Frankivska oblast	Ivano-Frankivsk, Provincie
UA-30, Name for	City	Kyiv	Kiev (stad)
UA-32, Name for	Region	Kyivska oblast	Kiev, Provincie
UA-35, Name for	Region	Kirovohradska oblast	Kirovohrad, Provincie
UA-40, Name for	City	Sevastopol	Sebastopol
UA-43, Name for	Republic	Avtonomna Respublika Krym	Krim, Republiek de
UA-46, Name for	Region	Lvivska oblast	Lviv, Provincie
UA-48, Name for	Region	Mykolaivska oblast	Mykolajiv, Provincie
UA-51, Name for	Region	Odeska oblast	Odessa, Provincie
UA-53, Name for	Region	Poltavska oblast	Poltava, Provincie
UA-56, Name for	Region	Rivnenska oblast	Rivne, Provincie
UA-59, Name for	Region	Sumska oblast	Soemy, Provincie
UA-61, Name for	Region	Ternopilska oblast	Ternopil, Provincie
UA-63, Name for	Region	Kharkivska oblast	Charkov, Provincie
UA-65, Name for	Region	Khersonska oblast	Cherson, Provincie
UA-68, Name for	Region	Khmelnytska oblast	Chmelnytsky, Provincie
UA-71, Name for	Region	Cherkaska oblast	Tsjerkasy, Provincie
UA-74, Name for	Region	Chernihivska oblast	Tsjernihiv, Provincie
UA-77, Name for	Region	Chernivetska oblast	Tsjernivtsi, Provincie
UG-101, Name for	District	Kalangala	Kalangala
UG-102, Name for	City	Kampala	Kampala
UG-103, Name for	District	Kiboga	Kiboga
UG-104, Name for	District	Luwero	Luwero
UG-105, Name for	District	Masaka	Masaka
UG-106, Name for	District	Mpigi	Mpigi
UG-107, Name for	District	Mubende	Mubende
UG-108, Name for	District	Mukono	Mukono
UG-109, Name for	District	Nakasongola	Nakasongola
UG-110, Name for	District	Rakai	Rakai
UG-111, Name for	District	Sembabule	Sembabule
UG-112, Name for	District	Kayunga	Kayunga
UG-113, Name for	District	Wakiso	Wakiso
UG-114, Name for	District	Lyantonde	Lyantonde
UG-115, Name for	District	Mityana	Mityana
UG-116, Name for	District	Nakaseke	Nakaseke
UG-117, Name for	District	Buikwe	NOG NIET VERTAALD
UG-118, Name for	District	Bukomansibi	NOG NIET VERTAALD
UG-119, Name for	District	Butambala	Butaleja
UG-120, Name for	District	Buvuma	Ruvuma
UG-121, Name for	District	Gomba	Zomba
UG-122, Name for	District	Kalungu	Kasungu
UG-123, Name for	District	Kyankwanzi	NOG NIET VERTAALD
UG-124, Name for	District	Lwengo	Bengo
UG-125, Name for	District	Kyotera	Kyoto
UG-126, Name for	District	Kasanda	Kandal
UG-201, Name for	District	Bugiri	Bugiri
UG-202, Name for	District	Busia	Busia
UG-203, Name for	District	Iganga	Iganga
UG-204, Name for	District	Jinja	Jinja
UG-205, Name for	District	Kamuli	Kamuli
UG-206, Name for	District	Kapchorwa	Kapchorwa
UG-207, Name for	District	Katakwi	Katakwi
UG-208, Name for	District	Kumi	Kumi
UG-209, Name for	District	Mbale	Mbale
UG-210, Name for	District	Pallisa	Pallisa
UG-211, Name for	District	Soroti	Soroti
UG-212, Name for	District	Tororo	Tororo
UG-213, Name for	District	Kaberamaido	Kaberamaido
UG-214, Name for	District	Mayuge	Mayuge
UG-215, Name for	District	Sironko	Sironko
UG-216, Name for	District	Amuria	Amuria
UG-217, Name for	District	Budaka	Budaka
UG-218, Name for	District	Bududa	Bududa
UG-219, Name for	District	Bukedea	Bukedea
UG-220, Name for	District	Bukwo	Bukwa
UG-221, Name for	District	Butaleja	Butaleja
UG-222, Name for	District	Kaliro	Kaliro
UG-223, Name for	District	Manafwa	Manafwa
UG-224, Name for	District	Namutumba	Namutumba
UG-225, Name for	District	Bulambuli	NOG NIET VERTAALD
UG-226, Name for	District	Buyende	Mubende
UG-227, Name for	District	Kibuku	NOG NIET VERTAALD
UG-228, Name for	District	Kween	NOG NIET VERTAALD
UG-229, Name for	District	Luuka	NOG NIET VERTAALD
UG-230, Name for	District	Namayingo	Namangan
UG-231, Name for	District	Ngora	Zagora
UG-232, Name for	District	Serere	NOG NIET VERTAALD
UG-233, Name for	District	Butebo	Butel
UG-234, Name for	District	Namisindwa	NOG NIET VERTAALD
UG-235, Name for	District	Bugweri	NOG NIET VERTAALD
UG-236, Name for	District	Kapelebyong	NOG NIET VERTAALD
UG-237, Name for	District	Kalaki	Kalasin
UG-301, Name for	District	Adjumani	Adjumani
UG-302, Name for	District	Apac	Apac
UG-303, Name for	District	Arua	Arua
UG-304, Name for	District	Gulu	Gulu
UG-305, Name for	District	Kitgum	Kitgum
UG-306, Name for	District	Kotido	Kotido
UG-307, Name for	District	Lira	Lira
UG-308, Name for	District	Moroto	Moroto
UG-309, Name for	District	Moyo	Moyo
UG-310, Name for	District	Nebbi	Nebbi
UG-311, Name for	District	Nakapiripirit	Nakapiripirit
UG-312, Name for	District	Pader	Pader
UG-313, Name for	District	Yumbe	Yumbe
UG-314, Name for	District	Abim	Abim
UG-315, Name for	District	Amolatar	Amolatar
UG-316, Name for	District	Amuru	Amuru
UG-317, Name for	District	Dokolo	Dokolo
UG-318, Name for	District	Kaabong	Kaabong
UG-319, Name for	District	Koboko	Koboko
UG-320, Name for	District	Maracha	Maracha
UG-321, Name for	District	Oyam	Oyam
UG-322, Name for	District	Agago	NOG NIET VERTAALD
UG-323, Name for	District	Alebtong	NOG NIET VERTAALD
UG-324, Name for	District	Amudat	NOG NIET VERTAALD
UG-325, Name for	District	Kole	NOG NIET VERTAALD
UG-326, Name for	District	Lamwo	NOG NIET VERTAALD
UG-327, Name for	District	Napak	NOG NIET VERTAALD
UG-328, Name for	District	Nwoya	NOG NIET VERTAALD
UG-329, Name for	District	Otuke	NOG NIET VERTAALD
UG-330, Name for	District	Zombo	Zomba
UG-331, Name for	District	Omoro	NOG NIET VERTAALD
UG-332, Name for	District	Pakwach	NOG NIET VERTAALD
UG-333, Name for	District	Kwania	Pwani
UG-334, Name for	District	Nabilatuk	NOG NIET VERTAALD
UG-335, Name for	District	Karenga	Yatenga
UG-336, Name for	District	Madi-Okollo	NOG NIET VERTAALD
UG-337, Name for	District	Obongi	Kaabong
UG-401, Name for	District	Bundibugyo	Bundibugyo
UG-402, Name for	District	Bushenyi	Bushenyi
UG-403, Name for	District	Hoima	Hoima
UG-404, Name for	District	Kabale	Kabale
UG-405, Name for	District	Kabarole	Kabarole
UG-406, Name for	District	Kasese	Kasese
UG-407, Name for	District	Kibaale	Kibaale
UG-408, Name for	District	Kisoro	Kisoro
UG-409, Name for	District	Masindi	Masindi
UG-410, Name for	District	Mbarara	Mbarara
UG-411, Name for	District	Ntungamo	Ntungamo
UG-412, Name for	District	Rukungiri	Rukungiri
UG-413, Name for	District	Kamwenge	Kamwenge
UG-414, Name for	District	Kanungu	Kanungu
UG-415, Name for	District	Kyenjojo	Kyenjojo
UG-416, Name for	District	Buliisa	Bulisa
UG-417, Name for	District	Ibanda	Ibanda
UG-418, Name for	District	Isingiro	Isingiro
UG-419, Name for	District	Kiruhura	Kiruhura
UG-420, Name for	District	Buhweju	NOG NIET VERTAALD
UG-421, Name for	District	Kiryandongo	Bayanhongor
UG-422, Name for	District	Kyegegwa	NOG NIET VERTAALD
UG-423, Name for	District	Mitooma	NOG NIET VERTAALD
UG-424, Name for	District	Ntoroko	NOG NIET VERTAALD
UG-425, Name for	District	Rubirizi	NOG NIET VERTAALD
UG-426, Name for	District	Sheema	NOG NIET VERTAALD
UG-427, Name for	District	Kagadi	Kgalagadi
UG-428, Name for	District	Kakumiro	NOG NIET VERTAALD
UG-429, Name for	District	Rubanda	Ibanda
UG-430, Name for	District	Bunyangabu	Shinyanga
UG-431, Name for	District	Rukiga	NOG NIET VERTAALD
UG-432, Name for	District	Kikuube	NOG NIET VERTAALD
UG-433, Name for	District	Kazo	NOG NIET VERTAALD
UG-434, Name for	District	Kitagwenda	Ohangwena
UG-435, Name for	District	Rwampara	Gampaha
UG-C, Name for	Geographical region	Central	Central
UG-E, Name for	Geographical region	Eastern	Oost
UG-N, Name for	Geographical region	Northern	Northern
UG-W, Name for	Geographical region	Western	Western
UM-67, Name for	Islands, groups of islands	Johnston Atoll	Johnston-atol
UM-71, Name for	Islands, groups of islands	Midway Islands	Midway-eilanden
UM-76, Name for	Islands, groups of islands	Navassa Island	Navassa-eiland
UM-79, Name for	Islands, groups of islands	Wake Island	Wake-eiland
UM-81, Name for	Islands, groups of islands	Baker Island	Baker-eiland
UM-84, Name for	Islands, groups of islands	Howland Island	Howland-eiland
UM-86, Name for	Islands, groups of islands	Jarvis Island	Jarvis-eiland
UM-89, Name for	Islands, groups of islands	Kingman Reef	Kingman Rif
UM-95, Name for	Islands, groups of islands	Palmyra Atoll	Palmyra-atol
US-AK, Name for	State	Alaska	Alaska
US-AL, Name for	State	Alabama	Alabama
US-AR, Name for	State	Arkansas	Arkansas
US-AS, Name for	Outlying area	American Samoa	Amerikaans-Samoa
US-AZ, Name for	State	Arizona	Arizona
US-CA, Name for	State	California	Californië
US-CO, Name for	State	Colorado	Colorado
US-CT, Name for	State	Connecticut	Connecticut
US-DC, Name for	District	District of Columbia	District van Columbia
US-DE, Name for	State	Delaware	Delaware
US-FL, Name for	State	Florida	Florida
US-GA, Name for	State	Georgia	Georgia
US-GU, Name for	Outlying area	Guam	Guam
US-HI, Name for	State	Hawaii	Hawaii
US-IA, Name for	State	Iowa	Iowa
US-ID, Name for	State	Idaho	Idaho
US-IL, Name for	State	Illinois	Illinois
US-IN, Name for	State	Indiana	Indiana
US-KS, Name for	State	Kansas	Kansas
US-KY, Name for	State	Kentucky	Kentucky
US-LA, Name for	State	Louisiana	Louisiana
US-MA, Name for	State	Massachusetts	Massachusetts
US-MD, Name for	State	Maryland	Maryland
