Code	Engels	Nederlands
unk, Name for	Enawené-Nawé	NOG NIET VERTAALD
unm, Name for	Unami	Tamil
unn, Name for	Kurnai	Karnai
unr, Name for	Mundari	Mandars
unu, Name for	Unubahe	Nanubae
unx, Name for	Munda	Lunda
unz, Inverted name for	Kaili, Unde	NOG NIET VERTAALD
unz, Name for	Unde Kaili	NOG NIET VERTAALD
uon, Name for	Kulon	Kongo
upi, Name for	Umeda	Venda
upv, Name for	Uripiv-Wala-Rano-Atchin	NOG NIET VERTAALD
ura, Name for	Urarina	Oekraïens
urb, Name for	Urubú-Kaapor	NOG NIET VERTAALD
urc, Name for	Urningangg	Oekraïens
urd, Name for	Urdu	Urdu
ure, Name for	Uru	Urdu
urf, Name for	Uradhi	Awadhi
urg, Name for	Urigina	Tigrinya
urh, Name for	Urhobo	NOG NIET VERTAALD
uri, Name for	Urim	NOG NIET VERTAALD
urk, Name for	Urak Lawoi'	NOG NIET VERTAALD
url, Name for	Urali	Pali
urm, Name for	Urapmin	Oekraïens
urn, Name for	Uruangnirin	Oekraïens
uro, Name for	Ura (Papua New Guinea)	NOG NIET VERTAALD
urp, Name for	Uru-Pa-In	NOG NIET VERTAALD
urr, Name for	Lehalurup	NOG NIET VERTAALD
urt, Name for	Urat	Udmurts
uru, Name for	Urumi	Urdu
urv, Name for	Uruava	Urdu
urw, Name for	Sop	NOG NIET VERTAALD
urx, Name for	Urimo	Oromo
ury, Name for	Orya	Oriya
urz, Name for	Uru-Eu-Wau-Wau	NOG NIET VERTAALD
usa, Name for	Usarufa	NOG NIET VERTAALD
ush, Name for	Ushojo	NOG NIET VERTAALD
usi, Name for	Usui	NOG NIET VERTAALD
usk, Name for	Usaghade	Osaags
usp, Name for	Uspanteco	Esperanto
uss, Name for	us-Saare	NOG NIET VERTAALD
usu, Name for	Uya	NOG NIET VERTAALD
uta, Name for	Otank	NOG NIET VERTAALD
ute, Name for	Ute-Southern Paiute	Zuid-Sami
uth, Name for	ut-Hun	NOG NIET VERTAALD
utp, Name for	Amba (Solomon Islands)	NOG NIET VERTAALD
utr, Name for	Etulo	NOG NIET VERTAALD
utu, Name for	Utu	NOG NIET VERTAALD
uum, Name for	Urum	Urdu
uur, Name for	Ura (Vanuatu)	NOG NIET VERTAALD
uuu, Name for	U	NOG NIET VERTAALD
uve, Inverted name for	Uvean, West	NOG NIET VERTAALD
uve, Name for	West Uvean	NOG NIET VERTAALD
uvh, Name for	Uri	Uri
uvl, Name for	Lote	NOG NIET VERTAALD
uwa, Name for	Kuku-Uwanh	NOG NIET VERTAALD
uya, Name for	Doko-Uyanga	NOG NIET VERTAALD
uzb, Name for	Uzbek	Oezbeeks
uzn, Inverted name for	Uzbek, Northern	NOG NIET VERTAALD
uzn, Name for	Northern Uzbek	Noord-Sami
uzs, Inverted name for	Uzbek, Southern	Zuid-Sothaans
uzs, Name for	Southern Uzbek	Zuid-Sothaans
vaa, Name for	Vaagri Booli	NOG NIET VERTAALD
vae, Name for	Vale	Kabyle
vaf, Name for	Vafsi	Vai
vag, Name for	Vagla	Maleis
vah, Name for	Varhadi-Nagpuri	NOG NIET VERTAALD
vai, Name for	Vai	Vai
vaj, Name for	Sekele	Kpelle
val, Name for	Vehes	NOG NIET VERTAALD
vam, Name for	Vanimo	Vai
van, Name for	Valman	Samoaans
vao, Name for	Vao	Yao
vap, Name for	Vaiphei	Vai
var, Name for	Huarijio	NOG NIET VERTAALD
vas, Name for	Vasavi	Masai
vau, Name for	Vanuma	NOG NIET VERTAALD
vav, Name for	Varli	Vai
vay, Name for	Wayu	Waray
vbb, Inverted name for	Babar, Southeast	NOG NIET VERTAALD
vbb, Name for	Southeast Babar	Zuid-Sothaans
vbk, Inverted name for	Bontok, Southwestern	Zuid-Sothaans
vbk, Name for	Southwestern Bontok	Zuid-Sothaans
vec, Name for	Venetian	Armeens
ved, Name for	Veddah	Venda
vel, Name for	Veluws	NOG NIET VERTAALD
vem, Name for	Vemgo-Mabas	NOG NIET VERTAALD
ven, Name for	Venda	Venda
veo, Name for	Ventureño	NOG NIET VERTAALD
vep, Name for	Veps	NOG NIET VERTAALD
ver, Name for	Mom Jango	Mongo
vgr, Name for	Vaghri	Vai
vgt, Name for	Vlaamse Gebarentaal	Vlaamse Gebarentaal
vic, Inverted name for	Creole English, Virgin Islands	NOG NIET VERTAALD
vic, Name for	Virgin Islands Creole English	NOG NIET VERTAALD
vid, Name for	Vidunda	Venda
vie, Name for	Vietnamese	Vietnamees
vif, Name for	Vili	NOG NIET VERTAALD
vig, Name for	Viemo	NOG NIET VERTAALD
vil, Name for	Vilela	NOG NIET VERTAALD
vin, Name for	Vinza	Venda
vis, Name for	Vishavan	NOG NIET VERTAALD
vit, Name for	Viti	Votisch
viv, Name for	Iduna	Lunda
vka, Name for	Kariyarra	Kinyarwanda
vkj, Name for	Kujarge	Karen
vkk, Name for	Kaur	Kanuri
vkl, Name for	Kulisusu	NOG NIET VERTAALD
vkm, Name for	Kamakan	Kamba
vkn, Name for	Koro Nulu	NOG NIET VERTAALD
vko, Name for	Kodeoha	NOG NIET VERTAALD
vkp, Inverted name for	Creole Portuguese, Korlai	NOG NIET VERTAALD
vkp, Name for	Korlai Creole Portuguese	NOG NIET VERTAALD
vkt, Inverted name for	Malay, Tenggarong Kutai	NOG NIET VERTAALD
vkt, Name for	Tenggarong Kutai Malay	NOG NIET VERTAALD
vku, Name for	Kurrama	Kuanyama
vkz, Name for	Koro Zuba	Koro Wachi
vlp, Name for	Valpei	Vai
vls, Name for	Vlaams	NOG NIET VERTAALD
vma, Name for	Martuyhunira	Marathi
vmb, Name for	Barbaram	Bambara
vmc, Inverted name for	Mixtec, Juxtlahuaca	NOG NIET VERTAALD
vmc, Name for	Juxtlahuaca Mixtec	NOG NIET VERTAALD
vmd, Inverted name for	Koraga, Mudu	NOG NIET VERTAALD
vmd, Name for	Mudu Koraga	Ndonga
vme, Inverted name for	Masela, East	Malagassisch
vme, Name for	East Masela	Madurees
vmf, Name for	Mainfränkisch	NOG NIET VERTAALD
vmg, Name for	Lungalunga	Lunda
vmh, Name for	Maraghei	Marathi
vmi, Name for	Miwa	Ojibwa
vmj, Inverted name for	Mixtec, Ixtayutla	NOG NIET VERTAALD
vmj, Name for	Ixtayutla Mixtec	NOG NIET VERTAALD
vmk, Name for	Makhuwa-Shirima	NOG NIET VERTAALD
vml, Name for	Malgana	Malagassisch
vmm, Inverted name for	Mixtec, Mitlatongo	NOG NIET VERTAALD
vmm, Name for	Mitlatongo Mixtec	NOG NIET VERTAALD
vmp, Inverted name for	Mazatec, Soyaltepec	NOG NIET VERTAALD
vmp, Name for	Soyaltepec Mazatec	NOG NIET VERTAALD
vmq, Inverted name for	Mixtec, Soyaltepec	NOG NIET VERTAALD
vmq, Name for	Soyaltepec Mixtec	NOG NIET VERTAALD
vmr, Name for	Marenje	Mende
vms, Name for	Moksela	Moksja
vmu, Name for	Muluridyi	NOG NIET VERTAALD
vmv, Inverted name for	Maidu, Valley	NOG NIET VERTAALD
vmv, Name for	Valley Maidu	NOG NIET VERTAALD
vmw, Name for	Makhuwa	Moksja
vmx, Inverted name for	Mixtec, Tamazola	NOG NIET VERTAALD
vmx, Name for	Tamazola Mixtec	NOG NIET VERTAALD
vmy, Inverted name for	Mazatec, Ayautla	NOG NIET VERTAALD
vmy, Name for	Ayautla Mazatec	NOG NIET VERTAALD
vmz, Inverted name for	Mazatec, Mazatlán	NOG NIET VERTAALD
vmz, Name for	Mazatlán Mazatec	NOG NIET VERTAALD
vnk, Name for	Vano	Sangho
vnm, Name for	Vinmavis	NOG NIET VERTAALD
vnp, Name for	Vunapu	Volapuk
vol, Name for	Volapük	Volapük
vor, Name for	Voro	Nyoro
vot, Name for	Votic	Votisch
vra, Name for	Vera'a	Sasaaks
vro, Name for	Võro	Nyoro
vrs, Name for	Varisi	Vai
vrt, Name for	Burmbar	Bambara
vsi, Name for	Moldova Sign Language	Moldavische Gebarentaal
vsl, Name for	Venezuelan Sign Language	Venezuelaanse Gebarentaal
vsv, Name for	Valencian Sign Language	Valenciaanse Gebarentaal
vto, Name for	Vitou	Votisch
vum, Name for	Vumbu	Tumbuka
vun, Name for	Vunjo	NOG NIET VERTAALD
vut, Name for	Vute	NOG NIET VERTAALD
vwa, Name for	Awa (China)	Awadhi
waa, Name for	Walla Walla	Malayalam
wab, Name for	Wab	NOG NIET VERTAALD
wac, Name for	Wasco-Wishram	NOG NIET VERTAALD
wad, Name for	Wamesa	Waray
wae, Name for	Walser	Maltees
waf, Name for	Wakoná	NOG NIET VERTAALD
wag, Name for	Wa'ema	NOG NIET VERTAALD
wah, Name for	Watubela	NOG NIET VERTAALD
wai, Name for	Wares	Faeröers
waj, Name for	Waffa	Waray
wal, Name for	Wolaytta	Moldavisch
wam, Name for	Wampanoag	Pampanga
wan, Name for	Wan	Waals
wao, Name for	Wappo	Wasjo
wap, Name for	Wapishana	NOG NIET VERTAALD
waq, Name for	Wagiman	Magahisch
war, Name for	Waray (Philippines)	NOG NIET VERTAALD
was, Name for	Washo	Wasjo
wat, Name for	Kaninuwa	NOG NIET VERTAALD
wau, Name for	Waurá	NOG NIET VERTAALD
wav, Name for	Waka	Waray
waw, Name for	Waiwai	Marwari
wax, Name for	Watam	Walamo
way, Name for	Wayana	NOG NIET VERTAALD
waz, Name for	Wampur	NOG NIET VERTAALD
wba, Name for	Warao	Waray
wbb, Name for	Wabo	Wasjo
wbe, Name for	Waritai	Waray
wbf, Name for	Wara	Waray
wbh, Name for	Wanda	Banda
wbi, Name for	Vwanji	Tadzjieks
wbj, Name for	Alagwa	Dargwa
wbk, Name for	Waigali	Magahisch
wbl, Name for	Wakhi	Wasjo
wbm, Name for	Wa	NOG NIET VERTAALD
wbp, Name for	Warlpiri	NOG NIET VERTAALD
wbq, Name for	Waddar	Mandars
wbr, Name for	Wagdi	NOG NIET VERTAALD
wbs, Name for	West Bengal Sign Language	Benkala Gebarentaal
wbt, Name for	Warnman	Samoaans
wbv, Name for	Wajarri	NOG NIET VERTAALD
wbw, Name for	Woi	NOG NIET VERTAALD
wca, Name for	Yanomámi	NOG NIET VERTAALD
wci, Inverted name for	Gbe, Waci	NOG NIET VERTAALD
wci, Name for	Waci Gbe	NOG NIET VERTAALD
wdd, Name for	Wandji	NOG NIET VERTAALD
wdg, Name for	Wadaginam	NOG NIET VERTAALD
wdj, Name for	Wadjiginy	NOG NIET VERTAALD
wdk, Name for	Wadikali	Chagatai
wdt, Name for	Wendat	Venda
wdu, Name for	Wadjigu	NOG NIET VERTAALD
wdy, Name for	Wadjabangayi	NOG NIET VERTAALD
wea, Name for	Wewaw	NOG NIET VERTAALD
wec, Name for	Wè Western	NOG NIET VERTAALD
wed, Name for	Wedau	Venda
weg, Name for	Wergaia	NOG NIET VERTAALD
weh, Name for	Weh	Welsh
wei, Name for	Kiunum	NOG NIET VERTAALD
wem, Inverted name for	Gbe, Weme	NOG NIET VERTAALD
wem, Name for	Weme Gbe	NOG NIET VERTAALD
weo, Name for	Wemale	NOG NIET VERTAALD
wep, Name for	Westphalien	NOG NIET VERTAALD
wer, Name for	Weri	Newari
wes, Inverted name for	Pidgin, Cameroon	Pidgin, Kameroens
wes, Name for	Cameroon Pidgin	Kameroens Pidgin
wet, Name for	Perai	Pali
weu, Inverted name for	Chin, Rawngtu	Chin, Bawm
weu, Name for	Rawngtu Chin	NOG NIET VERTAALD
wew, Name for	Wejewa	Beja
wfg, Name for	Yafi	NOG NIET VERTAALD
wga, Name for	Wagaya	Waray
wgb, Name for	Wagawaga	NOG NIET VERTAALD
wgg, Name for	Wangkangurru	Mandingo
wgi, Name for	Wahgi	Wasjo
wgo, Name for	Waigeo	NOG NIET VERTAALD
wgu, Name for	Wirangu	NOG NIET VERTAALD
wgy, Name for	Warrgamay	Waray
wha, Name for	Sou Upaa	NOG NIET VERTAALD
whg, Inverted name for	Wahgi, North	NOG NIET VERTAALD
whg, Name for	North Wahgi	Wasjo
whk, Inverted name for	Kenyah, Wahau	NOG NIET VERTAALD
whk, Name for	Wahau Kenyah	NOG NIET VERTAALD
whu, Inverted name for	Kayan, Wahau	NOG NIET VERTAALD
whu, Name for	Wahau Kayan	Kosraeaans
wib, Inverted name for	Toussian, Southern	Zuid-Sothaans
wib, Name for	Southern Toussian	Zuid-Sami
wic, Name for	Wichita	NOG NIET VERTAALD
wie, Name for	Wik-Epa	NOG NIET VERTAALD
wif, Name for	Wik-Keyangan	NOG NIET VERTAALD
wig, Name for	Wik Ngathan	NOG NIET VERTAALD
wih, Name for	Wik-Me'anha	NOG NIET VERTAALD
wii, Name for	Minidien	Niueaans
wij, Name for	Wik-Iiyanh	NOG NIET VERTAALD
wik, Name for	Wikalkan	NOG NIET VERTAALD
wil, Name for	Wilawila	NOG NIET VERTAALD
wim, Name for	Wik-Mungkan	NOG NIET VERTAALD
win, Name for	Ho-Chunk	NOG NIET VERTAALD
wir, Name for	Wiraféd	NOG NIET VERTAALD
wiu, Name for	Wiru	NOG NIET VERTAALD
wiv, Name for	Vitu	NOG NIET VERTAALD
wiy, Name for	Wiyot	NOG NIET VERTAALD
wja, Name for	Waja	Waray
wji, Name for	Warji	Mari
wka, Name for	Kw'adza	Kazachs
wkb, Name for	Kumbaran	NOG NIET VERTAALD
wkd, Name for	Wakde	Zande
wkl, Name for	Kalanadi	Pampanga
wkr, Name for	Keerray-Woorroong	NOG NIET VERTAALD
wku, Name for	Kunduvadi	Lunda
wkw, Name for	Wakawaka	NOG NIET VERTAALD
wky, Name for	Wangkayutyuru	NOG NIET VERTAALD
wla, Name for	Walio	Walamo
wlc, Inverted name for	Comorian, Mwali	NOG NIET VERTAALD
wlc, Name for	Mwali Comorian	NOG NIET VERTAALD
wle, Name for	Wolane	Konkani
wlg, Name for	Kunbarlang	NOG NIET VERTAALD
wlh, Name for	Welaun	Tokelau
wli, Name for	Waioli	Swahili
wlk, Name for	Wailaki	Walamo
wll, Name for	Wali (Sudan)	NOG NIET VERTAALD
wlm, Inverted name for	Welsh, Middle	NOG NIET VERTAALD
wlm, Name for	Middle Welsh	NOG NIET VERTAALD
wln, Name for	Walloon	Waals
wlo, Name for	Wolio	Wolof
wlr, Name for	Wailapa	Walamo
wls, Name for	Wallisian	Galiciaans
wlu, Name for	Wuliwuli	NOG NIET VERTAALD
wlv, Name for	Wichí Lhamtés Vejoz	NOG NIET VERTAALD
wlw, Name for	Walak	Walamo
wlx, Name for	Wali (Ghana)	NOG NIET VERTAALD
wly, Name for	Waling	Waling
wma, Name for	Mawa (Nigeria)	NOG NIET VERTAALD
wmb, Name for	Wambaya	Bambara
wmc, Name for	Wamas	Tamasjek
wmd, Name for	Mamaindé	Mandingo
wme, Name for	Wambule	Kabyle
wmg, Inverted name for	Minyag, Western	Abnaki, Westelijk
wmg, Name for	Western Minyag	Fries
wmh, Name for	Waima'a	NOG NIET VERTAALD
wmi, Name for	Wamin	Tamil
wmm, Name for	Maiwa (Indonesia)	Maiwa (Indonesië)
wmn, Name for	Waamwang	Pampanga
wmo, Name for	Wom (Papua New Guinea)	NOG NIET VERTAALD
wms, Name for	Wambon	Walamo
wmt, Name for	Walmajarri	NOG NIET VERTAALD
wmw, Name for	Mwani	Marwari
wmx, Name for	Womo	Oromo
wnb, Name for	Wanambre	NOG NIET VERTAALD
wnc, Name for	Wantoat	NOG NIET VERTAALD
wnd, Name for	Wandarang	Mandars
wne, Name for	Waneci	NOG NIET VERTAALD
wng, Name for	Wanggom	Sangho
wni, Inverted name for	Comorian, Ndzwani	NOG NIET VERTAALD
wni, Name for	Ndzwani Comorian	NOG NIET VERTAALD
wnk, Name for	Wanukaka	NOG NIET VERTAALD
wnm, Name for	Wanggamala	NOG NIET VERTAALD
wnn, Name for	Wunumara	Amara
wno, Name for	Wano	Wasjo
wnp, Name for	Wanap	Waray
wnu, Name for	Usan	Tswana
wnw, Name for	Wintu	NOG NIET VERTAALD
wny, Name for	Wanyi	Mandars
woa, Name for	Kuwema	NOG NIET VERTAALD
wob, Name for	Wè Northern	Noord-Sami
woc, Name for	Wogeo	Wolof
wod, Name for	Wolani	Konkani
woe, Name for	Woleaian	Moldavisch
wof, Inverted name for	Wolof, Gambian	NOG NIET VERTAALD
wof, Name for	Gambian Wolof	Guarani
wog, Name for	Wogamusin	NOG NIET VERTAALD
woi, Name for	Kamang	Kamba
wok, Name for	Longto	Kongo
wol, Name for	Wolof	Wolof
wom, Name for	Wom (Nigeria)	NOG NIET VERTAALD
won, Name for	Wongo	Kongo
woo, Name for	Manombai	Kamba
wor, Name for	Woria	Corsicaans
wos, Name for	Hanga Hundi	NOG NIET VERTAALD
wow, Name for	Wawonii	NOG NIET VERTAALD
woy, Name for	Weyto	NOG NIET VERTAALD
wpc, Name for	Maco	Maori
wrb, Name for	Waluwarra	Marwari
wrg, Name for	Warungu	NOG NIET VERTAALD
wrh, Name for	Wiradjuri	Marwari
wri, Name for	Wariyangga	NOG NIET VERTAALD
wrk, Name for	Garrwa	Waray
wrl, Name for	Warlmanpa	NOG NIET VERTAALD
wrm, Name for	Warumungu	NOG NIET VERTAALD
wrn, Name for	Warnang	Waray
wro, Name for	Worrorra	Nyoro
wrp, Name for	Waropen	Karen
wrr, Name for	Wardaman	Waray
wrs, Name for	Waris	Mari
wru, Name for	Waru	Waray
wrv, Name for	Waruna	Waray
wrw, Name for	Gugu Warra	NOG NIET VERTAALD
wrx, Name for	Wae Rana	NOG NIET VERTAALD
wry, Name for	Merwari	Marwari
wrz, Name for	Waray (Australia)	NOG NIET VERTAALD
wsa, Name for	Warembori	NOG NIET VERTAALD
wsg, Inverted name for	Gondi, Adilabad	NOG NIET VERTAALD
wsg, Name for	Adilabad Gondi	NOG NIET VERTAALD
wsi, Name for	Wusi	Lushai
wsk, Name for	Waskia	NOG NIET VERTAALD
wsr, Name for	Owenia	NOG NIET VERTAALD
wss, Name for	Wasa	Basa
wsu, Name for	Wasu	Wasjo
wsv, Name for	Wotapuri-Katarqalai	NOG NIET VERTAALD
wtf, Name for	Watiwa	NOG NIET VERTAALD
wth, Name for	Wathawurrung	NOG NIET VERTAALD
wti, Name for	Berta	Braj
wtk, Name for	Watakataui	NOG NIET VERTAALD
wtm, Name for	Mewati	Swati
wtw, Name for	Wotu	NOG NIET VERTAALD
wua, Name for	Wikngenchera	NOG NIET VERTAALD
wub, Name for	Wunambal	Kuanyama
wud, Name for	Wudu	NOG NIET VERTAALD
wuh, Name for	Wutunhua	NOG NIET VERTAALD
wul, Name for	Silimo	Sidamo
wum, Name for	Wumbvu	Tumbuka
wun, Name for	Bungu	NOG NIET VERTAALD
wur, Name for	Wurrugu	NOG NIET VERTAALD
wut, Name for	Wutung	NOG NIET VERTAALD
wuu, Inverted name for	Chinese, Wu	Chinees
wuu, Name for	Wu Chinese	Chinees
wuv, Name for	Wuvulu-Aua	NOG NIET VERTAALD
wux, Name for	Wulna	Lunda
wuy, Name for	Wauyai	NOG NIET VERTAALD
wwa, Name for	Waama	Walamo
wwb, Name for	Wakabunga	Kamba
wwo, Name for	Wetamut	NOG NIET VERTAALD
wwr, Name for	Warrwa	Waray
www, Name for	Wawa	Waray
wxa, Name for	Waxianghua	NOG NIET VERTAALD
wxw, Name for	Wardandi	Waray
wyb, Name for	Wangaaybuwan-Ngiyambaa	NOG NIET VERTAALD
wyi, Name for	Woiwurrung	Turkmeens
wym, Name for	Wymysorys	NOG NIET VERTAALD
wyn, Name for	Wyandot	NOG NIET VERTAALD
wyr, Name for	Wayoró	NOG NIET VERTAALD
wyy, Inverted name for	Fijian, Western	NOG NIET VERTAALD
wyy, Name for	Western Fijian	Fijisch
xaa, Inverted name for	Arabic, Andalusian	NOG NIET VERTAALD
xaa, Name for	Andalusian Arabic	NOG NIET VERTAALD
xab, Name for	Sambe	Nyamwezi
xac, Name for	Kachari	Katsjin
xad, Name for	Adai	Awadhi
xae, Name for	Aequian	Armeens
xag, Name for	Aghwan	Sjaans
xai, Name for	Kaimbé	Kamba
xaj, Name for	Ararandewára	Aramees
xak, Name for	Máku	NOG NIET VERTAALD
xal, Name for	Kalmyk	Walamo
xam, Name for	ǀXam	NOG NIET VERTAALD
xan, Name for	Xamtanga	Pampanga
xao, Name for	Khao	Khazi
xap, Name for	Apalachee	NOG NIET VERTAALD
xaq, Name for	Aquitanian	Litouws
xar, Name for	Karami	Kanuri
xas, Name for	Kamas	Kamba
xat, Name for	Katawixi	Kawi
xau, Name for	Kauwera	Kanuri
xav, Name for	Xavánte	NOG NIET VERTAALD
xaw, Name for	Kawaiisu	Kawi
xay, Name for	Kayan Mahakam	NOG NIET VERTAALD
xbb, Inverted name for	Burdekin, Lower	Burdekin, Laag
xbb, Name for	Lower Burdekin	NOG NIET VERTAALD
xbc, Name for	Bactrian	Bulgaars
xbd, Name for	Bindal	Ganda
xbe, Name for	Bigambal	Bambara
xbg, Name for	Bunganditj	Bungain
xbi, Name for	Kombio	Komi
xbj, Name for	Birrpayi	Birri
xbm, Inverted name for	Breton, Middle	Bretons, Middel
xbm, Name for	Middle Breton	Middelbretons
xbn, Name for	Kenaboi	Kutenaïsch
xbo, Name for	Bolgarian	Bulgaars
xbp, Name for	Bibbulman	NOG NIET VERTAALD
xbr, Name for	Kambera	Kamba
xbw, Name for	Kambiwá	Kamba
xby, Name for	Batjala	Bandjalang
xcb, Name for	Cumbric	NOG NIET VERTAALD
xcc, Name for	Camunic	NOG NIET VERTAALD
xce, Name for	Celtiberian	NOG NIET VERTAALD
xcg, Inverted name for	Gaulish, Cisalpine	NOG NIET VERTAALD
xcg, Name for	Cisalpine Gaulish	NOG NIET VERTAALD
xch, Name for	Chemakum	NOG NIET VERTAALD
xcl, Inverted name for	Armenian, Classical	NOG NIET VERTAALD
xcl, Name for	Classical Armenian	Armeens
xcm, Name for	Comecrudo	NOG NIET VERTAALD
xcn, Name for	Cotoname	NOG NIET VERTAALD
xco, Name for	Chorasmian	Corsicaans
xcr, Name for	Carian	Carisch
xct, Inverted name for	Tibetan, Classical	NOG NIET VERTAALD
xct, Name for	Classical Tibetan	NOG NIET VERTAALD
xcu, Name for	Curonian	Kroatisch
xcv, Name for	Chuvantsy	Tsjoevasjisch
xcw, Name for	Coahuilteco	NOG NIET VERTAALD
xcy, Name for	Cayuse	Tsjoekees
xda, Name for	Darkinyung	Karen
xdc, Name for	Dacian	Galiciaans
xdk, Name for	Dharuk	NOG NIET VERTAALD
xdm, Name for	Edomite	Elamitisch
xdo, Name for	Kwandu	Fang
xdq, Name for	Kaitag	Tatar
xdy, Inverted name for	Dayak, Malayic	NOG NIET VERTAALD
xdy, Name for	Malayic Dayak	Malayalam
xeb, Name for	Eblan	Ibaans
xed, Name for	Hdi	Hindi
xeg, Name for	ǁXegwi	NOG NIET VERTAALD
xel, Name for	Kelo	Kpelle
xem, Name for	Kembayan	Bemba
xep, Name for	Epi-Olmec	NOG NIET VERTAALD
xer, Name for	Xerénte	NOG NIET VERTAALD
xes, Name for	Kesawai	Kawi
xet, Name for	Xetá	NOG NIET VERTAALD
xeu, Name for	Keoru-Ahia	NOG NIET VERTAALD
xfa, Name for	Faliscan	Galiciaans
xga, Name for	Galatian	Galiciaans
xgb, Name for	Gbin	NOG NIET VERTAALD
xgd, Name for	Gudang	Ganda
xgf, Name for	Gabrielino-Fernandeño	NOG NIET VERTAALD
xgg, Name for	Goreng	NOG NIET VERTAALD
xgi, Name for	Garingbal	Garifuna
xgl, Name for	Galindan	Ganda
xgm, Name for	Dharumbal	Bambara
xgr, Name for	Garza	Guarani
xgu, Name for	Unggumi	Fang
xgw, Name for	Guwa	NOG NIET VERTAALD
xha, Name for	Harami	Inari Sami
xhc, Name for	Hunnic	Zuni
xhd, Name for	Hadrami	Haida
xhe, Name for	Khetrani	Khazi
xhm, Inverted name for	Khmer, Middle (1400 to 1850 CE)	Engels, Middel (1100-1500)
xhm, Name for	Middle Khmer (1400 to 1850 CE)	Middelengels (1100-1500)
xho, Name for	Xhosa	Xhosa
xhr, Name for	Hernican	Servisch
xht, Name for	Hattic	Hittitisch
xhu, Name for	Hurrian	Hongaars
xhv, Name for	Khua	Khazi
xib, Name for	Iberian	Ibaans
xii, Name for	Xiri	Hiri
xil, Name for	Illyrian	Illyrisch
xin, Name for	Xinca	Dinka
xir, Name for	Xiriâna	Tigrinya
xis, Name for	Kisan	Karen
xiv, Name for	Indus Valley Language	Meerdere talen
xiy, Name for	Xipaya	NOG NIET VERTAALD
xjb, Name for	Minjungbal	Minangkabau
xjt, Name for	Jaitmatang	Batanga
xka, Name for	Kalkoti	Dakota
xkb, Inverted name for	Nago, Northern	Noord-Bai
xkb, Name for	Northern Nago	Noord-Sami
xkc, Name for	Kho'ini	Katsjin
xkd, Inverted name for	Kayan, Mendalam	NOG NIET VERTAALD
xkd, Name for	Mendalam Kayan	Venda
xke, Name for	Kereho	Tereno
xkf, Name for	Khengkha	Dzongkha
xkg, Name for	Kagoro	NOG NIET VERTAALD
xki, Name for	Kenyan Sign Language	Keniaanse Gebarentaal
xkj, Name for	Kajali	Santali
xkk, Name for	Kachok	Kachin
xkl, Name for	Mainstream Kenyah	NOG NIET VERTAALD
xkn, Inverted name for	Kayan, Kayan River	NOG NIET VERTAALD
xkn, Name for	Kayan River Kayan	NOG NIET VERTAALD
xko, Name for	Kiorr	NOG NIET VERTAALD
xkp, Name for	Kabatei	Kamba
xkq, Name for	Koroni	NOG NIET VERTAALD
xkr, Name for	Xakriabá	NOG NIET VERTAALD
xks, Name for	Kumbewaha	NOG NIET VERTAALD
xkt, Name for	Kantosi	Fanti
xku, Name for	Kaamba	Kamba
xkv, Name for	Kgalagadi	Kgalagadi
xkw, Name for	Kembra	Bemba
xkx, Name for	Karore	Karen
xky, Name for	Uma' Lasan	Oekraïens
xkz, Name for	Kurtokha	Kurukh
xla, Name for	Kamula	Kamba
xlb, Name for	Loup B	NOG NIET VERTAALD
xlc, Name for	Lycian	Lycisch
xld, Name for	Lydian	Lydisch
xle, Name for	Lemnian	Roemeens
xlg, Name for	Ligurian (Ancient)	Egyptisch (Oud)
xli, Name for	Liburnian	Limburgs
xln, Name for	Alanic	Albanees
xlo, Name for	Loup A	NOG NIET VERTAALD
xlp, Name for	Lepontic	Votisch
xls, Name for	Lusitanian	Litouws
xlu, Inverted name for	Luwian, Cuneiform	Luwisch, Spijkerschrift
xlu, Name for	Cuneiform Luwian	Spijkerschrift Luwisch
xly, Name for	Elymian	NOG NIET VERTAALD
xma, Name for	Mushungulu	NOG NIET VERTAALD
xmb, Name for	Mbonga	Mongo
xmc, Name for	Makhuwa-Marrevone	NOG NIET VERTAALD
xmd, Name for	Mbudum	Buduma
xme, Name for	Median	Macedonisch
xmf, Name for	Mingrelian	Mongools
xmg, Name for	Mengaka	Zenaga
xmh, Name for	Kugu-Muminh	NOG NIET VERTAALD
xmj, Name for	Majera	Marathi
xmk, Inverted name for	Macedonian, Ancient	Macedonisch
xmk, Name for	Ancient Macedonian	Macedonisch
xml, Name for	Malaysian Sign Language	Maja-talen
xmm, Inverted name for	Malay, Manado	Malayalam
xmm, Name for	Manado Malay	Malayalam
xmn, Inverted name for	Persian, Manichaean Middle	NOG NIET VERTAALD
xmn, Name for	Manichaean Middle Persian	NOG NIET VERTAALD
xmo, Name for	Morerebi	Maori
xmp, Name for	Kuku-Mu'inh	NOG NIET VERTAALD
xmq, Name for	Kuku-Mangk	NOG NIET VERTAALD
xmr, Name for	Meroitic	Ugaritisch
xms, Name for	Moroccan Sign Language	Marokaanse Gebarentaal
xmt, Name for	Matbat	Marathi
xmu, Name for	Kamu	Kamba
xmv, Inverted name for	Malagasy, Antankarana	NOG NIET VERTAALD
xmv, Name for	Antankarana Malagasy	NOG NIET VERTAALD
